psraid,sample,state,cregion,usr,pial1a,pial2,pial3a,pial3b,pial3c,employ,par,sex,age,educ2,hisp,race,inc
126,Landline,Iowa,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,69,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,(DO NOT READ) Donêt know/Refused
127,Landline,Colorado,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,18,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000"
128,Landline,California,West,Urban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,Yes,Female,42,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$150,000 or over"
129,Landline,Texas,South,Urban,No,NA,NA,NA,NA,Not employed,No,Male,84,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
130,Landline,Oregon,West,Suburban,No,NA,NA,NA,NA,Not employed,No,Female,90,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
131,Landline,Utah,West,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,75,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000"
132,Landline,Kansas,Midwest,Rural,No,NA,NA,NA,NA,Not employed,No,Male,58,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,(DO NOT READ) Donêt know/Refused
133,Landline,Texas,South,Suburban,No,NA,NA,NA,NA,Not employed,No,Female,18,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Yes,White,"Less than $10,000"
134,Landline,Texas,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Female,70,"Some college, no degree (includes some community college)",No,(DO NOT READ) Donêt know/Refused,(DO NOT READ) Donêt know/Refused
135,Landline,Arkansas,South,Rural,Yes,Not sure/Don't know,"Yes, have done this","No, have not done this","No, have not done this",Not employed,Yes,Male,45,"Some college, no degree (includes some community college)",No,Black or African-American,"$30,000 to under $40,000"
136,Landline,Iowa,Midwest,Urban,No,NA,NA,NA,NA,Not employed,No,Female,89,Less than high school (Grades 1-8 or no formal schooling),No,White,(DO NOT READ) Donêt know/Refused
137,Landline,Illinois,Midwest,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,84,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,(DO NOT READ) Donêt know/Refused
138,Landline,Illinois,Midwest,Urban,No,NA,NA,NA,NA,Not employed,No,Female,70,High school graduate (Grade 12 with diploma or GED certificate),No,Black or African-American,"$10,000 to under $20,000"
139,Landline,Wisconsin,Midwest,Rural,No,NA,NA,NA,NA,Not employed,No,Female,73,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000"
140,Landline,Missouri,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,54,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
141,Landline,Illinois,Midwest,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,35,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$150,000 or over"
142,Landline,Illinois,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this",Cell phone is not able to do this (VOL.),Cell phone is not able to do this (VOL.),Employed part-time,No,Male,NA,"Some college, no degree (includes some community college)",No,Black or African-American,(DO NOT READ) Donêt know/Refused
143,Landline,Wisconsin,Midwest,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,69,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000"
144,Landline,Vermont,Northeast,Urban,No,NA,NA,NA,NA,Not employed,No,Male,82,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
145,Landline,Ohio,Midwest,Suburban,Yes,"No, not a smartphone","No, have not done this",Cell phone is not able to do this (VOL.),Cell phone is not able to do this (VOL.),Employed part-time,No,Female,66,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
146,Landline,Kentucky,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,No,Female,56,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
147,Landline,Pennsylvania,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,70,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000"
148,Landline,New York,Northeast,Suburban,No,NA,NA,NA,NA,Not employed,No,Female,84,Less than high school (Grades 1-8 or no formal schooling),No,Black or African-American,(DO NOT READ) Donêt know/Refused
149,Landline,New Jersey,Northeast,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Female,81,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,(DO NOT READ) Donêt know/Refused
150,Landline,Maine,Northeast,Rural,No,NA,NA,NA,NA,Not employed,No,Female,83,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000"
151,Landline,Pennsylvania,Northeast,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Not employed,No,Male,59,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
152,Landline,Maryland,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,Yes,Female,35,"Some college, no degree (includes some community college)",No,White,"$20,000 to under $30,000"
153,Landline,Pennsylvania,Northeast,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,65,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000"
154,Landline,Indiana,Midwest,Rural,Yes,Not sure/Don't know,"No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,78,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
155,Landline,Florida,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,81,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000"
156,Landline,Virginia,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,88,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
157,Landline,North Carolina,South,Suburban,No,NA,NA,NA,NA,Not employed,No,Male,18,High school graduate (Grade 12 with diploma or GED certificate),Yes,Mixed race,"$20,000 to under $30,000"
158,Landline,Kentucky,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Male,21,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
159,Landline,Georgia,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,75,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$100,000 to under $150,000"
160,Landline,Florida,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,67,"Some college, no degree (includes some community college)",No,White,"$50,000 to under $75,000"
161,Landline,North Carolina,South,Rural,No,NA,NA,NA,NA,Not employed,No,Female,92,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,(DO NOT READ) Donêt know/Refused
162,Landline,Kentucky,South,Rural,No,NA,NA,NA,NA,Not employed,No,Male,54,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$30,000 to under $40,000"
163,Landline,Massachusetts,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,56,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$100,000 to under $150,000"
164,Landline,Connecticut,Northeast,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,70,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$20,000 to under $30,000"
165,Landline,Ohio,Midwest,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","Yes, have done this",Employed full-time,No,Female,58,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000"
166,Landline,North Carolina,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,82,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
167,Landline,North Carolina,South,Urban,No,NA,NA,NA,NA,Not employed,No,Male,35,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"Less than $10,000"
168,Landline,Virginia,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,46,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",Yes,White,"$50,000 to under $75,000"
169,Landline,Florida,South,Suburban,Yes,Not sure/Don't know,"Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Male,86,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000"
170,Landline,Michigan,Midwest,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,39,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$50,000 to under $75,000"
171,Landline,North Carolina,South,Rural,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,No,Female,53,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,(DO NOT READ) Donêt know/Refused
172,Landline,Georgia,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,83,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000"
173,Landline,Rhode Island,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed full-time,Yes,Male,39,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$75,000 to under $100,000"
174,Landline,Pennsylvania,Northeast,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,61,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000"
